csid,age_class_part,sex,loc_stat,season,day,diary_type,part_educ_stat,part_job,age_class_cont,diary_keeper,shadow_present,shadow_num,fam_rel,share_hh,same_room,share_bed,ever_met,how_often,difficulties_filling_diary,difficulty_comments,record_all_contacts,record_contacts_comments,behaviour_change,behaviour_change_comments,other_comments,dok_year
550,3,"Male",0,1,1,"Picture","0","Unemployed","Primary","Shadow",1,1,"Sibling","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
550,3,"Male",0,1,1,"Picture","0","Unemployed","Adult","Shadow",1,1,"Sibling","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
550,3,"Male",0,1,1,"Picture","0","Unemployed","Secondary","Shadow",1,1,"Sibling","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
550,3,"Male",0,1,1,"Picture","0","Unemployed","Secondary","Shadow",1,1,"Sibling","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
550,3,"Male",0,1,1,"Picture","0","Unemployed","Pre-School","Shadow",1,1,"Sibling","No","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No",2011
550,3,"Male",0,1,1,"Picture","0","Unemployed","Adult","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
551,6,"Male",0,1,0,"Picture","1","Unemployed","Secondary","Shadow",1,1,"Other relative","Yes","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2011
551,6,"Male",0,1,0,"Picture","1","Unemployed","Secondary","Shadow",1,1,"Other relative","Yes","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2011
551,6,"Male",0,1,0,"Picture","1","Unemployed","Adult","Shadow",1,1,"Offspring","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
551,6,"Male",0,1,0,"Picture","1","Unemployed","Older","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
551,6,"Male",0,1,0,"Picture","1","Unemployed","Adult","Shadow",1,1,"Other relative","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2011
551,6,"Male",0,1,0,"Picture","1","Unemployed","Pre-School","Shadow",1,1,"Other relative","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2011
551,6,"Male",0,1,0,"Picture","1","Unemployed","Pre-School","Shadow",1,1,"Other relative","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
551,6,"Male",0,1,0,"Picture","1","Unemployed","Adult","Shadow",1,1,"Other relative","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
551,6,"Male",0,1,0,"Picture","1","Unemployed","Pre-School","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
551,6,"Male",0,1,0,"Picture","1","Unemployed","Adult","Shadow",1,1,"Other relative","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
551,6,"Male",0,1,0,"Picture","1","Unemployed","Older","Shadow",1,1,"Other relative","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
551,6,"Male",0,1,0,"Picture","1","Unemployed","Older","Shadow",1,1,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
551,6,"Male",0,1,0,"Picture","1","Unemployed","Secondary","Shadow",1,1,"Other relative","Yes","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2011
551,6,"Male",0,1,0,"Picture","1","Unemployed","Adult","Shadow",1,1,"Other relative","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
551,6,"Male",0,1,0,"Picture","1","Unemployed","Older","Shadow",1,1,"Spouse","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2011
551,6,"Male",0,1,0,"Picture","1","Unemployed","Pre-School","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
553,3,"Male",0,1,1,"Picture","2","Student","Pre-School","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","no","no",2011
553,3,"Male",0,1,1,"Picture","2","Student","Adult","Participant",0,0,"Sibling","No","No","No","Yes","Regularly","No","none","Yes","none","No","no","no",2011
553,3,"Male",0,1,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","no","no",2011
553,3,"Male",0,1,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","no","no",2011
553,3,"Male",0,1,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","no","no",2011
553,3,"Male",0,1,1,"Picture","2","Student","Pre-School","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","no","no",2011
553,3,"Male",0,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","no","no",2011
553,3,"Male",0,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","no","no",2011
553,3,"Male",0,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Parent","No","No","No","Yes","Daily","No","none","Yes","none","No","no","no",2011
553,3,"Male",0,1,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","no","no",2011
553,3,"Male",0,1,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","no","no",2011
553,3,"Male",0,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","no","no",2011
553,3,"Male",0,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","no","no",2011
553,3,"Male",0,1,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","no","no",2011
553,3,"Male",0,1,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","no","no",2011
553,3,"Male",0,1,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","Yes","No","No","Yes","Daily","No","none","Yes","none","No","no","no",2011
553,3,"Male",0,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Parent","No","No","No","Yes","Daily","No","none","Yes","none","No","no","no",2011
553,3,"Male",0,1,1,"Picture","2","Student","Adult","Participant",0,0,"Sibling","No","No","No","Yes","Regularly","No","none","Yes","none","No","no","no",2011
553,3,"Male",0,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","no","no",2011
553,3,"Male",0,1,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","no","no",2011
553,3,"Male",0,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","no","no",2011
553,3,"Male",0,1,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","no","no",2011
556,5,"Female",0,0,0,"Picture","0","Unemployed","Adult","Shadow",1,1,"Other relative","No","No","No","Yes","Often","No","None","Yes","None","No","None","No",2011
556,5,"Female",0,0,0,"Picture","0","Unemployed","Primary","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
556,5,"Female",0,0,0,"Picture","0","Unemployed","Adult","Shadow",1,1,"Other relative","No","No","No","Yes","Often","No","None","Yes","None","No","None","No",2011
556,5,"Female",0,0,0,"Picture","0","Unemployed","Adult","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
556,5,"Female",0,0,0,"Picture","0","Unemployed","Adult","Shadow",1,1,"Other relative","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2011
556,5,"Female",0,0,0,"Picture","0","Unemployed","Older","Shadow",1,1,"Other relative","No","No","No","Yes","Often","No","None","Yes","None","No","None","No",2011
556,5,"Female",0,0,0,"Picture","0","Unemployed","Pre-School","Shadow",1,1,"Other relative","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
556,5,"Female",0,0,0,"Picture","0","Unemployed","Older","Shadow",1,1,"Offspring","No","No","No","Missing","Missing","No","None","Yes","None","No","None","No",2011
556,5,"Female",0,0,0,"Picture","0","Unemployed","Secondary","Shadow",1,1,"Other relative","No","No","No","Yes","Often","No","None","Yes","None","No","None","No",2011
556,5,"Female",0,0,0,"Picture","0","Unemployed","Adult","Shadow",1,1,"Other relative","No","No","No","Yes","Often","No","None","Yes","None","No","None","No",2011
556,5,"Female",0,0,0,"Picture","0","Unemployed","Pre-School","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
556,5,"Female",0,0,0,"Picture","0","Unemployed","Secondary","Shadow",1,1,"Other relative","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
556,5,"Female",0,0,0,"Picture","0","Unemployed","Pre-School","Shadow",1,1,"Other relative","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
556,5,"Female",0,0,0,"Picture","0","Unemployed","Pre-School","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
557,6,"Female",0,0,1,"Picture","0","Unemployed","Infant","Shadow",1,1,"Other relative","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2012
557,6,"Female",0,0,1,"Picture","0","Unemployed","Adult","Shadow",1,1,"Offspring","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2012
557,6,"Female",0,0,1,"Picture","0","Unemployed","Older","Shadow",1,1,"Other relative","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2012
557,6,"Female",0,0,1,"Picture","0","Unemployed","Adult","Shadow",1,1,"Other relative","No","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No",2012
557,6,"Female",0,0,1,"Picture","0","Unemployed","Pre-School","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2012
557,6,"Female",0,0,1,"Picture","0","Unemployed","Older","Shadow",1,1,"Other relative","No","No","No","Yes","Often","No","None","Yes","None","No","None","No",2012
557,6,"Female",0,0,1,"Picture","0","Unemployed","Primary","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2012
557,6,"Female",0,0,1,"Picture","0","Unemployed","Older","Shadow",1,1,"Other relative","No","No","No","Yes","Often","No","None","Yes","None","No","None","No",2012
557,6,"Female",0,0,1,"Picture","0","Unemployed","Adult","Shadow",1,1,"Other relative","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2012
557,6,"Female",0,0,1,"Picture","0","Unemployed","Adult","Shadow",1,1,"Other relative","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2012
557,6,"Female",0,0,1,"Picture","0","Unemployed","Primary","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2012
557,6,"Female",0,0,1,"Picture","0","Unemployed","Pre-School","Shadow",1,1,"Other relative","No","No","No","Yes","Often","No","None","Yes","None","No","None","No",2012
561,1,"Female",0,0,0,"Picture","0","Unemployed","Adult","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2012
561,1,"Female",0,0,0,"Picture","0","Unemployed","Secondary","Shadow",1,1,"Sibling","No","No","No","Yes","Often","No","None","Yes","None","No","None","No",2012
561,1,"Female",0,0,0,"Picture","0","Unemployed","Adult","Shadow",1,1,"Other relative","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2012
561,1,"Female",0,0,0,"Picture","0","Unemployed","Primary","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2012
561,1,"Female",0,0,0,"Picture","0","Unemployed","Older","Shadow",1,1,"Other relative","Yes","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2012
561,1,"Female",0,0,0,"Picture","0","Unemployed","Adult","Shadow",1,1,"Sibling","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2012
561,1,"Female",0,0,0,"Picture","0","Unemployed","Adult","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2012
561,1,"Female",0,0,0,"Picture","0","Unemployed","Pre-School","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2012
561,1,"Female",0,0,0,"Picture","0","Unemployed","Primary","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2012
561,1,"Female",0,0,0,"Picture","0","Unemployed","Pre-School","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2012
561,1,"Female",0,0,0,"Picture","0","Unemployed","Pre-School","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2012
561,1,"Female",0,0,0,"Picture","0","Unemployed","Primary","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2012
561,1,"Female",0,0,0,"Picture","0","Unemployed","Primary","Shadow",1,1,"Sibling","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2012
561,1,"Female",0,0,0,"Picture","0","Unemployed","Adult","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2012
561,1,"Female",0,0,0,"Picture","0","Unemployed","Primary","Shadow",1,1,"Parent","Yes","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No",2012
561,1,"Female",0,0,0,"Picture","0","Unemployed","Primary","Shadow",1,1,"Sibling","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2012
561,1,"Female",0,0,0,"Picture","0","Unemployed","Pre-School","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2012
561,1,"Female",0,0,0,"Picture","0","Unemployed","Primary","Shadow",1,1,"Other relative","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2012
561,1,"Female",0,0,0,"Picture","0","Unemployed","Primary","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2012
561,1,"Female",0,0,0,"Picture","0","Unemployed","Primary","Shadow",1,1,"Parent","Yes","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No",2012
562,2,"Male",0,1,1,"Picture","0","Unemployed","Adult","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","None","Yes","None","Yes","Shadow - Had to monitor the participant the whole day.","No",2011
562,2,"Male",0,1,1,"Picture","0","Unemployed","Pre-School","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","Yes","Shadow - Had to monitor the participant the whole day.","No",2011
562,2,"Male",0,1,1,"Picture","0","Unemployed","Pre-School","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","Yes","Shadow - Had to monitor the participant the whole day.","No",2011
562,2,"Male",0,1,1,"Picture","0","Unemployed","Pre-School","Shadow",1,1,"Other relative","No","No","No","Yes","Daily","No","None","Yes","None","Yes","Shadow - Had to monitor the participant the whole day.","No",2011
562,2,"Male",0,1,1,"Picture","0","Unemployed","Primary","Shadow",1,1,"Sibling","Yes","Yes","No","Yes","Daily","No","None","Yes","None","Yes","Shadow - Had to monitor the participant the whole day.","No",2011
562,2,"Male",0,1,1,"Picture","0","Unemployed","Pre-School","Shadow",1,1,"Other relative","No","No","No","Yes","Daily","No","None","Yes","None","Yes","Shadow - Had to monitor the participant the whole day.","No",2011
562,2,"Male",0,1,1,"Picture","0","Unemployed","Pre-School","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","None","Yes","None","Yes","Shadow - Had to monitor the participant the whole day.","No",2011
562,2,"Male",0,1,1,"Picture","0","Unemployed","Pre-School","Shadow",1,1,"Other relative","No","No","No","Yes","Daily","No","None","Yes","None","Yes","Shadow - Had to monitor the participant the whole day.","No",2011
562,2,"Male",0,1,1,"Picture","0","Unemployed","Primary","Shadow",1,1,"Sibling","Yes","No","No","Yes","Daily","No","None","Yes","None","Yes","Shadow - Had to monitor the participant the whole day.","No",2011
562,2,"Male",0,1,1,"Picture","0","Unemployed","Primary","Shadow",1,1,"Other relative","No","No","No","Yes","Daily","No","None","Yes","None","Yes","Shadow - Had to monitor the participant the whole day.","No",2011
562,2,"Male",0,1,1,"Picture","0","Unemployed","Primary","Shadow",1,1,"Sibling","Yes","Yes","No","Yes","Daily","No","None","Yes","None","Yes","Shadow - Had to monitor the participant the whole day.","No",2011
562,2,"Male",0,1,1,"Picture","0","Unemployed","Secondary","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","None","Yes","None","Yes","Shadow - Had to monitor the participant the whole day.","No",2011
562,2,"Male",0,1,1,"Picture","0","Unemployed","Pre-School","Shadow",1,1,"Sibling","Yes","No","No","Yes","Daily","No","None","Yes","None","Yes","Shadow - Had to monitor the participant the whole day.","No",2011
562,2,"Male",0,1,1,"Picture","0","Unemployed","Pre-School","Shadow",1,1,"Parent","No","Yes","Yes","Yes","Daily","No","None","Yes","None","Yes","Shadow - Had to monitor the participant the whole day.","No",2011
562,2,"Male",0,1,1,"Picture","0","Unemployed","Infant","Shadow",1,1,"Other relative","No","No","No","Yes","Daily","No","None","Yes","None","Yes","Shadow - Had to monitor the participant the whole day.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Primary","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Primary","Shadow",1,1,"Sibling","No","No","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Primary","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Primary","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Primary","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Primary","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Primary","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Pre-School","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Primary","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Adult","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Primary","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Primary","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Primary","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Primary","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Pre-School","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Primary","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Primary","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Primary","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Pre-School","Shadow",1,1,"Sibling","Yes","No","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Pre-School","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Adult","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Primary","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Pre-School","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Primary","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Primary","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Primary","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Pre-School","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Pre-School","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Pre-School","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Adult","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Pre-School","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Primary","Shadow",1,1,"Sibling","No","Yes","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
563,3,"Female",0,1,1,"Picture","2","Student","Adult","Shadow",1,1,"Sibling","Yes","Yes","No","Yes","Daily","No","None","No","Shadow 1 -  No; other contacts occurred at school. Shadow 2 - Yes ","No","Shadow 1 - No Shadow 2 - Yes; Had to concentrate very much on the child so as to fill in all the contacts.","No",2011
